Tmax(n49_TLPn49_des) X,Tmax(n49_TLPn49_des) Y,Tmax(n50_TLPn50_des) X,Tmax(n50_TLPn50_des) Y,Tmax(n51_TLPn51_des) X,Tmax(n51_TLPn51_des) Y,Tmax(n52_TLPn52_des) X,Tmax(n52_TLPn52_des) Y,Tmax(n53_TLPn53_des) X,Tmax(n53_TLPn53_des) Y,Tmax(n54_TLPn54_des) X,Tmax(n54_TLPn54_des) Y,Tmax(n296_TLPn296_des) X,Tmax(n296_TLPn296_des) Y,Tmax(n309_TLPn309_des) X,Tmax(n309_TLPn309_des) Y,Tmax(n322_TLPn322_des) X,Tmax(n322_TLPn322_des) Y,Tmax(n335_TLPn335_des) X,Tmax(n335_TLPn335_des) Y,Tmax(n348_TLPn348_des) X,Tmax(n348_TLPn348_des) Y,Tmax(n361_TLPn361_des) X,Tmax(n361_TLPn361_des) Y,Tmax(n374_TLPn374_des) X,Tmax(n374_TLPn374_des) Y,Tmax(n387_TLPn387_des) X,Tmax(n387_TLPn387_des) Y,Tmax(n400_TLPn400_des) X,Tmax(n400_TLPn400_des) Y,Tmax(n413_TLPn413_des) X,Tmax(n413_TLPn413_des) Y,Tmax(n426_TLPn426_des) X,Tmax(n426_TLPn426_des) Y,Tmax(n439_TLPn439_des) X,Tmax(n439_TLPn439_des) Y,Tmax(n452_TLPn452_des) X,Tmax(n452_TLPn452_des) Y,Tmax(n465_TLPn465_des) X,Tmax(n465_TLPn465_des) Y,Tmax(n478_TLPn478_des) X,Tmax(n478_TLPn478_des) Y,Tmax(n491_TLPn491_des) X,Tmax(n491_TLPn491_des) Y,Tmax(n606_TLPn606_des) X,Tmax(n606_TLPn606_des) Y,Tmax(n608_TLPn608_des) X,Tmax(n608_TLPn608_des) Y,Tmax(n610_TLPn610_des) X,Tmax(n610_TLPn610_des) Y,Tmax(n612_TLPn612_des) X,Tmax(n612_TLPn612_des) Y,Tmax(n614_TLPn614_des) X,Tmax(n614_TLPn614_des) Y,Tmax(n616_TLPn616_des) X,Tmax(n616_TLPn616_des) Y,Tmax(n618_TLPn618_des) X,Tmax(n618_TLPn618_des) Y
-0.00050223,300,0.58194091,301.26023,0.68793138,314.84743,0.76208358,470.2377,0.80293629,468.37338,0.81850437,521.25954,0.36576813,300.00674,0.47277186,300.10151,0.71539571,330.99186,0.72938634,347.60789,0.73819566,364.53246,0.74439201,381.69557,0.74910552,399.05986,0.75293329,416.60451,0.75623057,434.31815,0.77657568,417.96434,0.76491619,488.44551,0.76781514,506.82492,0.77085154,525.38525,0.806718,481.41846,0.8105528,494.57939,0.81447242,507.85845,0.82267322,534.78708,0.87624631,374.72935,0.88040442,378.81464,0.88449336,382.92491,0.88852388,387.05998,0.89250535,391.21994,0.89644618,395.4043
-0.000499469,300,0.58160995,301.51004,0.68518913,317.75917,0.74681945,502.39475,0.79820777,480.55106,0.81366199,537.29117,0.3657649,300.00834,0.47273735,300.12203,0.71046284,337.02657,0.7225518,356.8236,0.72967317,376.96048,0.73436028,397.35762,0.73772554,417.9748,0.74035755,438.79177,0.74260841,459.80003,0.77274248,425.52154,0.74906207,523.99553,0.75152981,545.81463,0.7542964,567.86952,0.80190941,494.54066,0.80569778,508.65805,0.80960575,522.90655,0.81789215,551.81753,0.8717517,390.24196,0.87589674,395.1821,0.87998855,400.15383,0.88403789,405.15708,0.88805421,410.192,0.89204602,415.25822
-0.000496722,300,0.58127915,301.75971,0.68245397,320.66148,0.73201334,534.0681,0.79259855,495.09411,0.80799279,556.44934,0.36576166,300.00994,0.47270284,300.14256,0.70554971,343.02814,0.71575366,365.97073,0.72120949,389.2744,0.72441822,412.85183,0.72647741,436.66186,0.72796975,460.6871,0.7292464,484.92427,0.76816398,434.55038,0.73379102,559.0068,0.73596391,584.21911,0.73859266,609.73231,0.79621969,510.21279,0.79997033,525.47474,0.80388472,540.88472,0.81232116,572.17591,0.86635022,408.80232,0.87048302,414.76758,0.87458303,420.77305,0.87866123,426.8188,0.8827273,432.9052,0.88679005,439.03206
-0.000493991,300,0.58094853,302.00925,0.67972598,323.55432,0.71771173,565.27042,0.78597051,512.44562,0.8014047,579.32913,0.36575842,300.01154,0.47266834,300.16308,0.70065705,348.99632,0.70899452,375.04858,0.7128108,401.47313,0.71457747,428.17695,0.71538004,455.12013,0.71579717,482.29109,0.7161806,509.69405,0.76270348,445.32743,0.719138,593.49836,0.72110177,622.06291,0.72357205,650.99739,0.78951871,528.91369,0.79325089,545.54537,0.79720267,562.34758,0.80588309,596.49964,0.85988871,430.99018,0.86401716,438.18447,0.86813982,445.43039,0.87226815,452.72834,0.8764124,460.07906,0.88058201,467.48277
-0.000491274,300,0.58061808,302.25865,0.67700524,326.43766,0.70392558,596.01599,0.77817903,533.12558,0.79381321,606.63527,0.36575519,300.01314,0.47263385,300.1836,0.69578559,354.93087,0.70227687,384.05663,0.70448285,413.55594,0.70484852,443.33245,0.70444954,473.3503,0.70386213,503.60605,0.7034382,534.11477,0.75620425,458.17675,0.70504948,627.48731,0.70668892,659.35655,0.70842399,691.63853,0.7816748,551.20625,0.78542331,569.47782,0.78946012,587.95021,0.79850103,625.54551,0.85221543,457.48833,0.85636173,466.15638,0.86053888,474.89162,0.8647593,483.69516,0.86903431,492.5684,0.87337449,501.51231
-0.000488822,300,0.58031832,302.48488,0.67454303,329.04548,0.69180636,623.55257,0.76908118,557.74245,0.78511184,639.20066,0.36575225,300.01459,0.47260254,300.20222,0.69138222,360.28896,0.69621595,392.17412,0.69698712,424.42593,0.69611901,456.94721,0.69467992,489.70815,0.69324416,522.71518,0.69216112,555.99556,0.74848957,473.47624,0.69253162,657.92362,0.69328073,692.7209,0.69252691,727.87314,0.77256316,577.75084,0.77638024,597.98722,0.78056011,618.46542,0.79001447,660.20743,0.84320295,489.10056,0.84741544,499.53767,0.85170961,510.064,0.85609958,520.6819,0.86059839,531.39408,0.86521844,542.20291
-,-,-,-,-,-,-,-,0.75854377,587.00631,0.77495423,677.99484,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.73936501,491.66394,-,-,-,-,-,-,0.76206509,609.32039,0.76599734,631.91235,0.77032227,654.79905,0.7796891,701.50549,0.83278519,526.77552,0.83715604,539.34145,0.84167973,552.02904,0.84637262,564.84283,0.85124991,577.78785,0.85632574,590.86888
-,-,-,-,-,-,-,-,0.74642638,621.74246,0.76153756,724.04199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.72862379,513.24434,-,-,-,-,-,-,0.74999133,646.81286,0.7539123,672.22005,0.75793979,697.9696,0.76368143,750.36678,0.82100749,571.64052,0.82569269,586.77993,0.83880493,564.59891,0.83582034,617.57891,0.84862708,591.69163,0.85386453,605.45813
-,-,-,-,-,-,-,-,0.7323894,662.89301,0.73554467,777.75369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.71605632,538.79411,-,-,-,-,-,-,0.73554878,691.22548,0.73821264,719.90458,0.73902945,748.82793,0.72391912,806.22195,0.80803737,625.04709,0.8132215,643.31504,0.83544774,579.6554,0.82447762,680.58195,0.8455964,608.35695,0.85103755,622.95172
-,-,-,-,-,-,-,-,0.71636475,707.19645,0.66913047,831.24539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.70272396,566.33313,-,-,-,-,-,-,0.71656164,738.85359,0.71218622,770.52466,0.69843038,801.63531,0.61957554,858.20556,0.79355606,688.57708,0.79873817,710.60432,0.8315548,597.68649,0.80736983,755.38712,0.84212076,628.33128,0.84780952,643.92846
-,-,-,-,-,-,-,-,0.69539128,750.44112,0.53689942,873.57014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.69149724,589.9128,-,-,-,-,-,-,0.68456685,784.56202,0.6583377,817.3981,0.60946915,847.5227,0.4495104,894.9426,0.77291488,756.88537,0.79400823,728.94152,0.82707493,619.27553,0.74860246,831.65783,0.83814686,652.27107,0.84410154,669.08253
-,-,-,-,-,-,-,-,0.6863625,763.69227,0.47814625,885.13831,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66879117,798.41347,0.63054182,831.29553,0.56544956,860.65286,0.38515255,904.56228,0.72019428,820.82451,0.78698272,750.81389,0.8219423,645.11965,0.58186884,889.92479,0.83351719,680.95991,0.8396213,699.23838
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.58968928,872.60484,0.77502728,776.73842,0.81597786,676.04747,0.36059207,924.38258,0.82758862,715.31021,0.8331697,735.32893
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.40156655,906.68682,0.75159038,806.97507,0.80842674,713.01337,0.22106317,944.50113,0.81763954,756.25889,0.81988417,778.17334
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30651849,919.71589,0.7017291,840.82141,0.79590157,756.94142,0.18127466,952.79283,0.79268922,804.12686,0.78173708,827.35071
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.60135272,875.27626,0.76419094,807.79252,-,-,0.71743474,856.02818,0.67252752,877.70816
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.44363445,904.95294,0.66994093,861.06314,-,-,0.54223946,901.99091,0.46507667,918.01224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28446254,926.86173,0.4728846,904.83412,-,-,0.321932,933.06532,0.26645304,944.17801
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23443915,934.55487,0.28614978,930.51253,-,-,0.20147397,951.91124,0.17684568,961.05492
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20680053,943.47407,-,-,0.15917771,962.35082,0.14429861,970.71677
-0.000488822,300,0.58357879,302.48488,0.70167322,329.04548,0.84218897,623.55257,0.86723981,763.69227,0.88731189,885.13831,0.36577285,300.01459,0.47293077,300.20222,0.74028359,360.28896,0.76398791,392.17412,0.78145668,424.42593,0.79545426,456.94721,0.80722718,489.70815,0.81744726,522.71518,0.82651917,555.99556,0.83470606,589.9128,0.8490979,657.92362,0.85552949,692.7209,0.86155756,727.87314,0.87262226,798.41347,0.87774219,831.29553,0.88263023,860.65286,0.89180865,904.56228,0.89614202,919.71589,0.90032105,934.55487,0.90436255,943.47407,0.90827828,952.79283,0.91207851,962.35082,0.91577233,970.71677
